"jurisdiction_id","jurisdiction_code","jurisdiction_display_name","entitlement_type","parking_policy_identified","benefit_type","free_period_minutes","discount_percent","residency_scope","documentary_requirements_summary","policy_effective_from","policy_effective_to","ordinance_or_authority_reference","ordinance_number_status","primary_source_url","secondary_source_url","repository_source_reference","source_quality_classification","operational_verification_status","legal_review_status","proposed_seed_eligibility","proposed_runtime_publication_eligibility","manual_review_required","conflict_summary","notes"
"20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","City of Mandaluyong","PWD","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
"20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","City of Mandaluyong","SENIOR_CITIZEN","TRUE","MIXED_OR_CONFLICTING","","","UNKNOWN","","","","Ordinance Nos. 726 and 738, S-2019","IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","CONFLICTING_EVIDENCE","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","Repository research mapping records unresolved scope and implementation conflicts.","Do not publish or seed executable policy until legal conflict is resolved."
"e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","PWD","TRUE","INITIAL_RATE_EXEMPTION","","","NON_RESIDENT_ALLOWED","","","","Ordinance No. 8559, S-2019","IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","SECONDARY_SOURCE_EVIDENCE_ONLY","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","Repository research mapping retained; official ordinance text was not independently retained."
"e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","SENIOR_CITIZEN","TRUE","INITIAL_RATE_EXEMPTION","","","NON_RESIDENT_ALLOWED","","","","Ordinance No. 8559, S-2019","IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","SECONDARY_SOURCE_EVIDENCE_ONLY","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","Repository research mapping retained; official ordinance text was not independently retained."
"d7ef112d-06ee-b57c-34b6-fae8c457a0c6","MUNTINLUPA","City of Muntinlupa","PWD","TRUE","FREE_PARKING","300","","NON_RESIDENT_ALLOWED","Valid PWD identification; driver/passenger and overnight conditions require implementation review","","","Ordinance Nos. 17-050, 2022-022, and 2023-129","IDENTIFIED","https://muntinlupacity.gov.ph/city-ordinances-2022-001-to-2023-144/","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OFFICIAL_PRIMARY_SOURCE_RETAINED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","ELIGIBLE_FOR_LATER_CONTROLLED_SEED_REVIEW","NOT_ELIGIBLE","TRUE","","Official city register states a minimum five-hour benefit and later pickup/drop-off amendment; exact operational rule needs legal review."
"d7ef112d-06ee-b57c-34b6-fae8c457a0c6","MUNTINLUPA","City of Muntinlupa","SENIOR_CITIZEN","TRUE","FREE_PARKING","300","","NON_RESIDENT_ALLOWED","Valid senior citizen identification; driver/passenger and overnight conditions require implementation review","","","Ordinance Nos. 17-050, 2022-022, and 2023-129","IDENTIFIED","https://muntinlupacity.gov.ph/city-ordinances-2022-001-to-2023-144/","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OFFICIAL_PRIMARY_SOURCE_RETAINED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","ELIGIBLE_FOR_LATER_CONTROLLED_SEED_REVIEW","NOT_ELIGIBLE","TRUE","","Official city register states a minimum five-hour benefit and later pickup/drop-off amendment; exact operational rule needs legal review."
"f7a1b4b9-17a9-89de-5059-f72779616f23","PARANAQUE","City of Para̱aque","PWD","TRUE","FULL_FEE_EXEMPTION","","","RESIDENT_ONLY","Existing operational documentary checks; exact legal requirements require independent review","","","City Ordinance No. 48","IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATIONALLY_VERIFIED_OFFICIAL_TEXT_UNAVAILABLE","VERIFIED_ACTIVE_OPERATIONAL","LEGAL_REVIEW_REQUIRED","ELIGIBLE_FOR_LATER_CONTROLLED_SEED_REVIEW","NOT_ELIGIBLE","TRUE","","PWD coverage evaluated separately; repository mapping records operational verification, but official text was not retained."
"f7a1b4b9-17a9-89de-5059-f72779616f23","PARANAQUE","City of Para̱aque","SENIOR_CITIZEN","TRUE","FULL_FEE_EXEMPTION","","","RESIDENT_ONLY","Existing operational documentary checks; exact legal requirements unavailable","","","","UNAVAILABLE","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATIONALLY_VERIFIED_OFFICIAL_TEXT_UNAVAILABLE","VERIFIED_ACTIVE_OPERATIONAL","LEGAL_REVIEW_REQUIRED","ELIGIBLE_FOR_LATER_CONTROLLED_SEED_REVIEW","NOT_ELIGIBLE","TRUE","","Operationally verified and practiced; ordinance text and number are unavailable online. This is not primary-text verification and is not runtime publication authority."
"20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","PWD","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
"20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","SENIOR_CITIZEN","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
"79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","PWD","TRUE","INITIAL_RATE_EXEMPTION","","","RESIDENT_ONLY","Valid QC PWD identification; exact implementation requires legal review","","","SP-3234, S-2023","IDENTIFIED","https://qccouncil.quezoncity.gov.ph/ordinances/14044","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OFFICIAL_PRIMARY_SOURCE_RETAINED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","ELIGIBLE_FOR_LATER_CONTROLLED_SEED_REVIEW","NOT_ELIGIBLE","TRUE","","Official QC Council record limits the benefit to residents and city-government-owned facilities."
"79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","SENIOR_CITIZEN","TRUE","INITIAL_RATE_EXEMPTION","","","RESIDENT_ONLY","Valid senior citizen identification; exact implementation requires legal review","","","SP-2472, S-2015","IDENTIFIED","https://quezoncity.gov.ph/wp-content/uploads/2020/09/2018-QC-Ecological-Profile_11-11-2022.pdf","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OFFICIAL_REFERENCE_IDENTIFIED_FULL_TEXT_UNAVAILABLE","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","ELIGIBLE_FOR_LATER_CONTROLLED_SEED_REVIEW","NOT_ELIGIBLE","TRUE","","Official QC profile identifies initial-rate exemption; full ordinance text was not retained in this manifest review."
"d20727ab-9024-d233-ab75-3d49245b452c","SAN_JUAN","City of San Juan","PWD","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
"d20727ab-9024-d233-ab75-3d49245b452c","SAN_JUAN","City of San Juan","SENIOR_CITIZEN","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
"c7514a40-c898-f3a2-0bfa-530b26daa273","TAGUIG","City of Taguig","PWD","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
"c7514a40-c898-f3a2-0bfa-530b26daa273","TAGUIG","City of Taguig","SENIOR_CITIZEN","FALSE","","","","","","","","","NOT_IDENTIFIED","","","objects/reference-data/discounts.statutory-parking-policy-research-mappings.seed.sql at exitpassdb_v1.2 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NO_LOCAL_PARKING_SPECIFIC_POLICY_IDENTIFIED","NOT_APPLICABLE","LEGAL_REVIEW_REQUIRED","NOT_ELIGIBLE","NOT_ELIGIBLE","TRUE","","No local parking-specific policy was identified in retained canonical research; national statutory benefits are a separate question."
