"site_id","site_code","site_name","original_site_name","site_group_id","site_group_code","source_workbook","source_sheet","source_row","original_location_label","jurisdiction_id","jurisdiction_code","jurisdiction_display_name","psgc_code","region_code","province_code","municipality_or_city_type","site_type","site_type_evidence_source_ids","site_type_classification_rationale","site_type_evidence_confidence","site_type_unresolved_ambiguity","location_evidence_status","location_source_url","location_source_reference","hikcentral_activation_candidacy","proposed_parking_lot_index_code","identity_review_status","proposed_site_status","public_lookup_enabled","payment_enabled","effective_from","timezone_name","currency_code","notes"
"b1bed6db-61b5-5936-9e5b-780c4eaa0464","ROCKWELL-SANTOLAN","Rockwell Santolan","ROCKWELL SANTOLAN","fa4a30e5-9e30-5735-8d41-e2a0c81dddf9","ROCKWELL-SANTOLAN","Carparks.xlsx","Sheet1","13","SAN JUAN","d20727ab-9024-d233-ab75-3d49245b452c","SAN_JUAN","City of San Juan","1381400000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Rockwell property Site has no approved physical-form, mall, campus, terminal, or mixed-use qualifier in the manifest evidence.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381400000","Carparks.xlsx Sheet1 row 13; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"7bc9ed78-ee43-52ca-997e-f4de6d92d572","ROCKWELL-SHERIDAN","Rockwell Sheridan","ROCKWELL SHERIDAN","59be83b6-a0ca-5813-9d7d-8fd0aa02f2a0","ROCKWELL-SHERIDAN","Carparks.xlsx","Sheet1","14","MANDALUYONG","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","City of Mandaluyong","1380500000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Rockwell property Site has no approved physical-form, mall, campus, terminal, or mixed-use qualifier in the manifest evidence.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380500000","Carparks.xlsx Sheet1 row 14; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"36cb6781-2372-5629-bff1-18c2ebf8897d","DELOS-SANTOS-HOSPITAL","Delos Santos Hospital","DELOS SANTOS HOSPITAL","1952fd7f-0e14-5a3b-b406-a431c8c4245f","DELOS-SANTOS-HOSPITAL","Carparks.xlsx","Sheet1","15","QUEZON CITY","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","1381300000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The Site explicitly serves a hospital, a confirmed facility category not represented by another enum value.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381300000","Carparks.xlsx Sheet1 row 15; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"eb98130b-edb7-5a3f-90d5-8d474809e936","NATIONAL-BOOKSTORE","National Bookstore","NATIONAL BOOKSTORE","79430d3d-78ee-50ee-9384-809d203a883a","NATIONAL-BOOKSTORE","Carparks.xlsx","Sheet1","16","QUEZON CITY","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","1381300000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The Site explicitly serves a retail establishment rather than a confirmed mall, and no physical parking form is supplied.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381300000","Carparks.xlsx Sheet1 row 16; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"eef20dd3-20fc-572b-9574-939517abbd95","MAKATI-CINEMA-SQUARE","Makati Cinema Square","MAKATI CINEMA SQUARE","38478f75-36c9-58bb-9e40-aafcbf40ea1d","MAKATI-CINEMA-SQUARE","Carparks.xlsx","Sheet1","17","MAKATI","557b0a76-8ffe-0818-d342-5b86dba06705","MAKATI","City of Makati","1380300000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The named Cinema Square retail complex is the mall property served by the Site; no more specific physical form is supplied.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380300000","Carparks.xlsx Sheet1 row 17; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"52936ca1-7e08-5ac7-aa53-68245330580d","LANDMARK-ALABANG","Landmark Alabang","LANDMARK ALABANG","5d31d8c2-ce1c-55ad-90cf-db4b8c6ed68d","LANDMARK-ALABANG","Carparks.xlsx","Sheet1","18","MUNTINLUPA","d7ef112d-06ee-b57c-34b6-fae8c457a0c6","MUNTINLUPA","City of Muntinlupa","1380800000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The operator Site identity is the Landmark Alabang retail carpark; no more specific physical form is supplied.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380800000","Carparks.xlsx Sheet1 row 18; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"72ca5540-31dc-5a08-bced-e95a986f2902","INSULAR-VALRO","Insular Valro","INSULAR VALRO","9632dab0-5f16-551f-836e-58def469d889","INSULAR-VALRO","Carparks.xlsx","Sheet1","19","MAKATI","557b0a76-8ffe-0818-d342-5b86dba06705","MAKATI","City of Makati","1380300000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed operator Site identity has no approved physical-form or matching property-context qualifier.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380300000","Carparks.xlsx Sheet1 row 19; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"f5d0af07-2790-588f-b83c-c1c63f740582","ROBINSONS-OTIS","Robinsons Otis","ROBINSONS OTIS","ff05aaf0-080f-5648-acf0-0c5ca41a1d5b","ROBINSONS-OTIS","Carparks.xlsx","Sheet1","20","MANILA","e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","1380600000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The operator Site identity is the Robinsons Otis retail-mall carpark; no more specific physical form is supplied.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380600000","Carparks.xlsx Sheet1 row 20; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"6042e5ee-d7da-5b4c-bcab-5815ef3591eb","ROBINSONS-PIONEER","Robinsons Pioneer","ROBINSONS PIONEER ","96a2bc59-f907-581e-9204-7b5996dfa9d8","ROBINSONS-PIONEER","Carparks.xlsx","Sheet1","21","MANDALUYONG","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","City of Mandaluyong","1380500000","NCR","","CITY","MALL_PARKING","SRC-WORKBOOK-CARPARKS","The operator Site identity is the Robinsons Pioneer retail-mall carpark; no more specific physical form is supplied.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380500000","Carparks.xlsx Sheet1 row 21; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"d6a7c750-0b44-540e-acf4-9d4aa2f2c7af","WOODLAND","Woodland","WOODLAND","bb356bde-a59e-5244-afad-2b8bfc816d78","WOODLAND","Carparks.xlsx","Sheet1","22","MANDALUYONG","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","City of Mandaluyong","1380500000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed operator Site identity has no approved physical-form or matching property-context qualifier.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380500000","Carparks.xlsx Sheet1 row 22; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"37b1a6f0-1e9c-507a-b967-81e30e95ea05","ROBINSONS-CYBERGATE","Robinsons Cybergate","ROBINSONS CYBERGATE","70d63a5e-928d-5281-8915-f5d9ce765451","ROBINSONS-CYBERGATE","Carparks.xlsx","Sheet1","23","MANDALUYONG","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","City of Mandaluyong","1380500000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Cybergate property Site has no approved evidence of a multi-building campus or a specific parking physical form.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380500000","Carparks.xlsx Sheet1 row 23; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"53f6f0f6-4341-59e7-85f5-b526b1bdcbd0","MANILA-HOTEL","Manila Hotel","MANILA HOTEL","ebfee7f7-b814-52bb-a93a-2249f46b9e59","MANILA-HOTEL","Carparks.xlsx","Sheet1","24","MANILA","e5959354-04af-4540-9889-6e040b6cd399","MANILA","City of Manila","1380600000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The Site explicitly serves a hotel, a confirmed facility category not represented by another enum value.","HIGH","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1380600000","Carparks.xlsx Sheet1 row 24; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"1cef054e-4254-58bd-b0b7-060cca9418d6","CYBER-BETA","Cyber Beta","CYBER BETA","5b87cf69-23db-5c10-94f7-96ff0a3f9f50","CYBER-BETA","Carparks.xlsx","Sheet1","25","PASIG","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","City of Pasig","1381200000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The confirmed Site is an office-property carpark with no approved physical-form or broader campus classification.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381200000","Carparks.xlsx Sheet1 row 25; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
"995fdc44-b216-5f5c-8760-5c942da3cb40","CYBER-TERA-CYBER-GIGA","Cyber Tera / Cyber Giga","CYBER TERA/ CYBER GIGA","c93cacc2-a937-5760-9f01-c26ed992aeae","CYBER-TERA-CYBER-GIGA","Carparks.xlsx","Sheet1","26","QUEZON CITY","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","Quezon City","1381300000","NCR","","CITY","OTHER","SRC-WORKBOOK-CARPARKS","The combined office-property identity is confirmed, but the evidence does not establish a governed campus boundary or parking physical form.","MEDIUM","","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","https://psa.gov.ph/classification/psgc/barangays/1381300000","Carparks.xlsx Sheet1 row 26; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","NOT_PROPOSED","","REVIEWED_UNAMBIGUOUS","DRAFT","FALSE","FALSE","2026-08-13T00:00:00+08:00","Asia/Manila","PHP","Canonical catalog validity begins at the approved effective_from; DRAFT status and disabled operational controls remain authoritative."
