"site_jurisdiction_assignment_id","site_id","site_code","jurisdiction_id","jurisdiction_code","proposed_assignment_status","proposed_effective_from","effective_date_approval_status","source_reference","evidence_status","notes"
"d4b4a106-6021-5626-9347-2bf2da9a6366","eef20dd3-20fc-572b-9574-939517abbd95","MAKATI-CINEMA-SQUARE","557b0a76-8ffe-0818-d342-5b86dba06705","MAKATI","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 17; Carparks.xlsx Sheet1 row 17; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"17273a18-1619-5d6e-af76-e45460bd1aba","53f6f0f6-4341-59e7-85f5-b526b1bdcbd0","MANILA-HOTEL","e5959354-04af-4540-9889-6e040b6cd399","MANILA","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 24; Carparks.xlsx Sheet1 row 24; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"da2aced6-e999-582b-833d-cb0be1724b88","e850eaad-6903-5cf7-aeb1-e0bb2e2d5a1c","MARCO-POLO-HOTEL","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 27; Carparks.xlsx Sheet1 row 27; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"c6d00b0c-b3d9-5480-be6a-5a80563e73f1","d1ccd074-2fe9-570f-b9d7-03970bbc6e8e","MERALCO-AVE","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 8; Carparks.xlsx Sheet1 row 8; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"ddf249f1-0183-5237-850a-3d97ecd3ef70","eb98130b-edb7-5a3f-90d5-8d474809e936","NATIONAL-BOOKSTORE","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 16; Carparks.xlsx Sheet1 row 16; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"bcfd54b6-c233-5491-b961-14c1b3b3c161","07d89135-6777-597c-9523-0b29756a9086","PEARL-DRIVE","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 29; Carparks.xlsx Sheet1 row 29; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"2574804d-e93c-52f9-a917-81c08e44c30f","2d1dcdf8-f563-537c-8542-0bde7cc9da97","PITX-LEVEL-3","f7a1b4b9-17a9-89de-5059-f72779616f23","PARANAQUE","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 2; Carparks.xlsx Sheet1 row 2; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; PITX official address and parking pages","OFFICIAL_OPERATOR_SOURCE","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"e078aec8-7a00-57eb-a377-2d31067e2d8f","b336964f-3b84-5404-8690-97ead0929b1f","PITX-OPEN-LOT","f7a1b4b9-17a9-89de-5059-f72779616f23","PARANAQUE","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 3; Carparks.xlsx Sheet1 row 3; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; PITX official address and parking pages","OFFICIAL_OPERATOR_SOURCE","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"5a2d904e-6baf-5b30-8090-ab85d8bbf424","37b1a6f0-1e9c-507a-b967-81e30e95ea05","ROBINSONS-CYBERGATE","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 23; Carparks.xlsx Sheet1 row 23; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"9987081a-eaa3-59d1-ac75-22ac3cb9c0c5","0217b14a-5837-5599-99e1-356bcf5ea2cc","ROBINSONS-DAVAO-CITY-DELTA","2ebef844-416b-c827-357c-742d2c8d56aa","DAVAO_CITY","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 46; Carparks.xlsx Sheet1 row 46; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; Robinsons Land identifies Cybergate Delta on J.P. Laurel Avenue in Davao City","OFFICIAL_DEVELOPER_SOURCE","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"116c046b-2799-5e03-a047-4b7a7e61139f","a37daf7e-b812-53dd-a3dd-b3889c375fb2","ROBINSONS-MALABON","46a4b330-a065-daad-5de5-16654b67164f","MALABON","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 5; Carparks.xlsx Sheet1 row 5; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"39493573-2f1c-5df3-bc9e-e445b0012a47","f5d0af07-2790-588f-b83c-c1c63f740582","ROBINSONS-OTIS","e5959354-04af-4540-9889-6e040b6cd399","MANILA","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 20; Carparks.xlsx Sheet1 row 20; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"144c4e09-9479-5569-98c7-28044b81e352","6042e5ee-d7da-5b4c-bcab-5815ef3591eb","ROBINSONS-PIONEER","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 21; Carparks.xlsx Sheet1 row 21; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"b73704de-bf2c-504a-b5ee-a408c6c9312c","877d773f-b07c-5c0a-bef3-6983ddc2c767","ROCKWELL-PPM","557b0a76-8ffe-0818-d342-5b86dba06705","MAKATI","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 12; Carparks.xlsx Sheet1 row 12; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"7e43b258-aeed-501a-bdca-d7a50c260310","b1bed6db-61b5-5936-9e5b-780c4eaa0464","ROCKWELL-SANTOLAN","d20727ab-9024-d233-ab75-3d49245b452c","SAN_JUAN","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 13; Carparks.xlsx Sheet1 row 13; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"d46b47c1-ee38-5cb2-9327-3284ddd5a94c","7bc9ed78-ee43-52ca-997e-f4de6d92d572","ROCKWELL-SHERIDAN","20dcf68a-511f-8208-7dfa-1688425d4d66","MANDALUYONG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 14; Carparks.xlsx Sheet1 row 14; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"9d8bad16-07f0-592d-be86-2be76d4eef68","cf15f183-5a4d-5257-9e6a-d167aafec86b","SM-GRACE-MALL","c7514a40-c898-f3a2-0bfa-530b26daa273","TAGUIG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 28; Carparks.xlsx Sheet1 row 28; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"2f027e45-e9a6-5f31-8a72-985bbaf59a04","99999e0d-8edf-525b-99ac-a4722ca83e21","SM-GREEN-MALL","e5959354-04af-4540-9889-6e040b6cd399","MANILA","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 33; Carparks.xlsx Sheet1 row 33; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"56788a61-83a6-5e87-a6dd-7f807c7fbedb","922704c2-3bab-5b16-9a92-43868cec7950","SM-MPLACE-BASEMENT","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 30; Carparks.xlsx Sheet1 row 30; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"b3151dc4-7f2a-5eb5-8d9f-577d15e230aa","bc791bf8-6a3e-5618-82f6-ee15daf78db3","SM-MPLACE-STREET","79893901-65d3-7c29-0099-25e937a7c8c9","QUEZON_CITY","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 31; Carparks.xlsx Sheet1 row 31; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"29d3fd35-4f69-5aaa-b0a3-d31d01efd30c","92611558-2c89-53ff-9ac7-9fb39c83df79","TALAMBAN-TIMES-SQUARE","42689eb0-66a8-04bb-96fd-c8d32caad475","CEBU_CITY","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 45; Carparks.xlsx Sheet1 row 45; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d; FDA registry lists Talamban Times Square in Cebu City","OFFICIAL_GOVERNMENT_REGISTRY","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
"2da1f031-0799-59f1-8ae4-6d5a36cd4e78","0d5b8df7-f4e3-58bf-a768-e6c3378f6b92","TEKTITE-TOWERS","20650612-8f91-3b4a-bba8-5d8afe29ef5a","PASIG","PENDING_APPROVAL","","OPERATOR_APPROVAL_REQUIRED","Carparks.xlsx Sheet1 row 6; Carparks.xlsx Sheet1 row 6; exitpassdb_v1.2 objects/reference-data/sites.philippine-lgus.seed.sql at 1e307c2bd56c2738a92cdd87571f6caeeaf07b3d","OPERATOR_WORKBOOK_AND_CANONICAL_JURISDICTION","Proposed current assignment; future SQL must require an approved effective date and remain non-operational until separately activated."
